# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,ATP Prize Money Leaders (US$),,,
"1823 ","Caripi, Vasilios","$1,536 ","$312 ","$1,224","$6,889"
"1824 ","Jones, Miles","$1,532 ","$1,292 ",$240,"$4,826"
"1825 ","Deschamps, Allan","$1,528 ","$1,118 ",$410,"$4,563"
"1826 ","Alkotop, Mousa","$1,526 ","$1,166 ",$360,"$7,526"
"1827T ","Seggerman, Ryan","$1,525 ","$1,429 ",$96,"$2,119"
"1827T ","Smits, Glenn","$1,525 ","$0 ","$1,525","$27,861"
"1829 ","Labbene, Youssef","$1,522 ","$910 ",$612,"$2,128"
"1830 ","Satral, Jan","$1,520 ","$1,106 ",$414,"$369,102"
"1831 ","Duhan, Chirag","$1,518 ","$1,142 ",$376,"$2,094"
"1832 ","Rieder, Horst","$1,514 ","$1,172 ",$342,"$7,537"
"1833T ","Harazaki, Asahi","$1,510 ","$1,510 ",$0,"$1,510"
"1833T ","Petrovic, Drazen","$1,510 ","$1,049 ",$461,"$2,716"
"1833T ","Taddia, Leonardo","$1,510 ","$1,090 ",$420,"$5,204"
"1836 ","Sahtali, Toufik","$1,508 ","$1,088 ",$420,"$2,060"
"1837 ","Singh, Jagmeet","$1,506 ","$726 ",$780,"$1,824"
"1838 ","Oplustil, Patrik","$1,494 ","$1,140 ",$354,"$1,494"
"1839 ","Minarik, Kristof","$1,492 ","$844 ",$648,"$5,745"
"1840 ","Yang, Tsung-Hua","$1,491 ","$780 ",$711,"$525,595"
"1841 ","Kivanda, Sizya Ernest","$1,484 ","$676 ",$808,"$6,253"
"1842 ","Gea, Arthur","$1,481 ","$1,295 ",$186,"$1,911"
"1843 ","Nunez, Victor","$1,480 ","$1,300 ",$180,"$28,785"
"1844 ","Hietaranta, Roni Mikael","$1,476 ","$1,110 ",$366,"$4,672"
"1845 ","Casanova, Andrin","$1,470 ","$950 ",$520,"$1,740"
"1846 ","Battistone, Brian","$1,465 ","$0 ","$1,465","$78,913"
"1847T ","Durguti, Besir","$1,464 ","$936 ",$528,"$13,670"
"1847T ","Saritas, Gokberk","$1,464 ","$312 ","$1,152","$3,204"
"Page 42 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1849T ","Iamachkine, Petr","$1,460 ","$728 ",$732,"$8,167"
"1849T ","Taylor, Jeremy","$1,460 ","$780 ",$680,"$1,720"
"1851 ","Inoue, Geni","$1,454 ","$934 ",$520,"$1,508"
"1852 ","Vives Marcos, Pedro","$1,452 ","$1,106 ",$346,"$28,537"
"1853T ","Akay, Cihan","$1,450 ","$1,054 ",$396,"$1,882"
"1853T ","Lamchinniah, Henry","$1,450 ","$1,450 ",$0,"$1,450"
"1855 ","Makhlouf, Sherif","$1,446 ","$624 ",$822,"$5,772"
"1856 ","Shandarov, Radoslav","$1,439 ","$0 ","$1,439","$6,142"
"1857 ","Romano, Filippo","$1,435 ","$156 ","$1,279","$1,525"
"1858 ","Le Khanh Duy, Tu","$1,434 ","$1,104 ",$330,"$1,488"
"1859 ","Krajcik, Andrej","$1,428 ","$1,320 ",$108,"$3,000"
"1860 ","Vlkovsky, Vojtech","$1,422 ","$726 ",$696,"$3,263"
"1861T ","Elamin, Ammar","$1,420 ","$676 ",$744,"$3,372"
"1861T ","Fujiwara, Tomoya","$1,420 ","$520 ",$900,"$1,420"
"1863 ","Qamar, Fardeen","$1,414 ","$1,216 ",$198,"$1,828"
"1864 ","Masjuan Ginel, Pablo","$1,413 ","$948 ",$465,"$1,569"
"1865T ","Markiewicz, James","$1,412 ","$260 ","$1,152","$1,838"
"1865T ","Sharma, Aman","$1,412 ","$1,166 ",$246,"$1,412"
"1867T ","Gray, Timothy","$1,410 ","$570 ",$840,"$1,410"
"1867T ","Hernandez, Felipe","$1,410 ","$1,248 ",$162,"$1,764"
"1867T ","Qabazard, Essa","$1,410 ","$570 ",$840,"$3,819"
"1867T ","Troost, Siim","$1,410 ","$828 ",$582,"$4,773"
"1871T ","Borisiouk, Martin","$1,406 ","$956 ",$450,"$13,083"
"1871T ","Foster-Estwick, Matthew","$1,406 ","$728 ",$678,"$2,144"
"1873 ","Sharma, Tushar","$1,404 ","$624 ",$780,"$2,016"
"1874 ","Stoica, Vlad","$1,398 ","$1,020 ",$378,"$2,106"
"1875 ","Spiridon, Denis","$1,395 ","$855 ",$540,"$1,395"
"1876 ","Vasquez Gehrke, Alessio","$1,392 ","$1,110 ",$282,"$1,482"
"1877T ","Bhatnagar, Shivank","$1,390 ","$830 ",$560,"$1,390"
"1877T ","Couto Loureiro, Joao Victor","$1,390 ","$886 ",$504,"$1,390"
"1879 ","Vaitiekunas, Pijus","$1,389 ","$791 ",$598,"$2,331"
"1880 ","Bowden, Louis","$1,380 ","$1,040 ",$340,"$1,380"
"1881 ","Makhlouf, Mohamed Nazim","$1,376 ","$520 ",$856,"$9,671"
"1882 ","Baquero, Daniel","$1,374 ","$910 ",$464,"$1,626"
"1883 ","Eriksson Ziverts, Jonas","$1,368 ","$1,208 ",$160,"$5,252"
"1884 ","Ribero, Franco","$1,366 ","$742 ",$624,"$6,918"
"1885 ","Christodoulou, Stylianos","$1,363 ","$1,273 ",$90,"$2,059"
"1886 ","Bulus, Christopher","$1,360 ","$934 ",$426,"$3,100"
"1887T ","Alabdullah, Bader","$1,356 ","$570 ",$786,"$3,566"
"1887T ","Tomas, Aleksandar","$1,356 ","$1,260 ",$96,"$3,322"
"1889 ","Ruscica, Alexandre","$1,354 ","$1,210 ",$144,"$2,397"
"1890 ","Dahiya, Paras","$1,350 ","$828 ",$522,"$4,210"
"1891T ","Nguyen, Dac Thien","$1,348 ","$934 ",$414,"$2,838"
"1891T ","Ramiaramanana, Lofo","$1,348 ","$0 ","$1,348","$13,805"
"Page 43 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1893 ","Herman, Louis","$1,346 ","$1,088 ",$258,"$2,860"
"1894T ","Chan, Duncan","$1,345 ","$390 ",$955,"$1,345"
"1894T ","Rice, Keegan","$1,345 ","$390 ",$955,"$1,345"
"1896 ","Martinez, Mikel","$1,344 ","$1,038 ",$306,"$1,554"
"1897 ","Bataljin, Lawrence","$1,340 ","$1,196 ",$144,"$6,346"
"1898 ","Bilardo, Jacopo","$1,336 ","$312 ","$1,024","$1,336"
"1899T ","Cuceu, Andrei","$1,332 ","$260 ","$1,072","$1,908"
"1899T ","Nirundorn, Tanapatt","$1,332 ","$1,008 ",$324,"$1,546"
"1901 ","Ehara, Hiroyasu","$1,330 ","$1,180 ",$150,"$106,691"
"1902T ","Ravichander, Ishaan","$1,326 ","$852 ",$474,"$2,244"
"1902T ","Trismuwantara, Gunawan","$1,326 ","$1,092 ",$234,"$1,326"
"1904 ","Tacchi, Luciano","$1,325 ","$1,060 ",$265,"$5,197"
"1905T ","Dragomirov, Dennis","$1,324 ","$156 ","$1,168","$1,768"
"1905T ","Schaefer, Joshua","$1,324 ","$1,036 ",$288,"$1,324"
"1907T ","Binding, Jonathan","$1,320 ","$0 ","$1,320","$15,759"
"1907T ","Khabibulin, Timur","$1,320 ","$690 ",$630,"$79,935"
"1909 ","Petr, Vojtech","$1,318 ","$1,008 ",$310,"$1,612"
"1910 ","Matuszewski, Gabriel","$1,316 ","$830 ",$486,"$1,666"
"1911 ","Saatela, Leevi","$1,313 ","$1,097 ",$216,"$3,296"
"1912 ","Dietrich, Dylan","$1,309 ","$844 ",$465,"$1,569"
"1913 ","Papagno, Stefano","$1,306 ","$586 ",$720,"$1,306"
"1914 ","Basile, Alessio","$1,305 ","$570 ",$735,"$1,305"
"1915 ","Cundom, Julian","$1,300 ","$604 ",$696,"$3,088"
"1916 ","Nagy, Peter","$1,298 ","$832 ",$466,"$87,312"
"1917 ","Podvinski, Tomislav","$1,294 ","$832 ",$462,"$1,660"
"1918 ","Yin, Bang Shuo","$1,293 ","$0 ","$1,293","$4,451"
"1919 ","Yu, Cheng-Yu","$1,292 ","$1,088 ",$204,"$50,614"
"1920 ","Dell'Elba, Vito","$1,288 ","$1,090 ",$198,"$2,694"
"1921 ","Stewart, Tyler","$1,287 ","$416 ",$871,"$1,287"
"1922 ","Zusman, Richard","$1,286 ","$1,142 ",$144,"$5,012"
"1923 ","Bazilevskiy, Vladimir","$1,284 ","$1,104 ",$180,"$1,284"
"1924 ","Dubrivnyy, Artem","$1,278 ","$1,118 ",$160,"$68,456"
"1925T ","Kusiewicz, Piotr","$1,274 ","$950 ",$324,"$1,274"
"1925T ","Trapeznikov, Zakhar","$1,274 ","$676 ",$598,"$8,688"
"1927 ","Chiu, Jordan","$1,272 ","$312 ",$960,"$2,989"
"1928T ","Gandini, Alejandro Jose","$1,270 ","$910 ",$360,"$2,180"
"1928T ","Havlicek, Mark","$1,270 ","$946 ",$324,"$3,016"
"1928T ","Sikharulidze, Sergo","$1,270 ","$572 ",$698,"$1,996"
"1931 ","Aggarwal, Parth","$1,266 ","$468 ",$798,"$1,976"
"1932T ","Demichelis, Alessio","$1,264 ","$690 ",$574,"$1,264"
"1932T ","Heger, Tim","$1,264 ","$690 ",$574,"$11,808"
"1932T ","Szic, Sandro","$1,264 ","$832 ",$432,"$2,034"
"1935 ","Puskar, Samuel","$1,262 ","$844 ",$418,"$5,214"
"1936T ","Diaz Jalil, Angel","$1,260 ","$846 ",$414,"$2,966"
"Page 44 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1936T ","Mossur, Mykhailo","$1,260 ","$804 ",$456,"$1,668"
"1938 ","Katuch, Jakub","$1,258 ","$1,054 ",$204,"$1,312"
"1939 ","Marquiselli, Victorio","$1,252 ","$728 ",$524,"$2,176"
"1940 ","Adachi, Taki","$1,250 ","$1,106 ",$144,"$1,250"
"1941T ","Dubinin, Alexey","$1,248 ","$882 ",$366,"$2,716"
"1941T ","Jaisinghani, Raghav","$1,248 ","$1,104 ",$144,"$1,716"
"1941T ","Karlsson Wistrand, Jack","$1,248 ","$1,104 ",$144,"$1,248"
"1941T ","Nguyen, Phuong Van","$1,248 ","$906 ",$342,"$4,907"
"1941T ","Vithoontien, Leo","$1,248 ","$1,194 ",$54,"$1,248"
"1941T ","Wallner, Mark","$1,248 ","$624 ",$624,"$1,248"
"1947T ","Boyer, Toby D.","$1,244 ","$830 ",$414,"$5,584"
"1947T ","Vallejo Ferrer, Adria","$1,244 ","$0 ","$1,244","$1,700"
"1949 ","Vandecasteele, Quinn","$1,238 ","$260 ",$978,"$2,056"
"1950 ","Canas Garcia, Juan Pablo","$1,237 ","$468 ",$769,"$18,935"
"1951 ","Tarvet, Oliver","$1,236 ","$1,146 ",$90,"$1,236"
"1952 ","Smoliner, Tobias","$1,232 ","$830 ",$402,"$1,232"
"1953T ","Eala, Michael Francis","$1,230 ","$984 ",$246,"$1,230"
"1953T ","Seeman, Johannes","$1,230 ","$468 ",$762,"$3,776"
"1955T ","Galik, Matej","$1,228 ","$832 ",$396,"$2,136"
"1955T ","Weng, Jing Long","$1,228 ","$778 ",$450,"$3,504"
"1957 ","Stoliar, Illia","$1,226 ","$542 ",$684,"$2,828"
"1958 ","Shick, Braden","$1,222 ","$1,114 ",$108,"$1,352"
"1959 ","Boika, Leanid","$1,221 ","$1,221 ",$0,"$1,221"
"1960 ","Panak, Yvo","$1,220 ","$1,112 ",$108,"$9,451"
"1961T ","Baiant, Razvan","$1,216 ","$586 ",$630,"$2,442"
"1961T ","Biagiotti, Richard","$1,216 ","$850 ",$366,"$1,642"
"1963 ","Jones, Hayden","$1,212 ","$1,104 ",$108,"$1,212"
"1964 ","Suresh, Dhakshineswar","$1,206 ","$852 ",$354,"$3,882"
"1965 ","Michalik, Radovan","$1,200 ","$846 ",$354,"$1,350"
"1966 ","Pieri, Samuele","$1,196 ","$844 ",$352,"$2,183"
"1967T ","Lobanov, Aleksandr","$1,194 ","$828 ",$366,"$2,082"
"1967T ","Trochu, Pablo","$1,194 ","$1,140 ",$54,"$1,194"
"1969 ","Golubev, Daniil","$1,193 ","$260 ",$933,"$17,293"
"1970 ","Jauregui Sainz de Rozas, Rodolfo","$1,192 ","$676 ",$516,"$2,038"
"1971T ","Riva, Pablo","$1,190 ","$780 ",$410,"$1,550"
"1971T ","Ujvary, Matthias","$1,190 ","$1,190 ",$0,"$1,190"
"1973 ","Schuetze, Caspar","$1,188 ","$312 ",$876,"$3,862"
"1974 ","Torres, Tiago","$1,184 ","$676 ",$508,"$3,271"
"1975 ","Schwärzler, Joel Josef","$1,183 ","$880 ",$303,"$1,183"
"1976 ","Samardzic, Matija","$1,182 ","$572 ",$610,"$1,440"
"1977 ","Schinteie, Gheorghe Claudiu","$1,176 ","$572 ",$604,"$1,600"
"1978T ","Breazu, Vlad Cristian","$1,174 ","$934 ",$240,"$1,174"
"1978T ","Thompkins, Jared","$1,174 ","$520 ",$654,"$1,824"
"1980 ","Bennani, Reda","$1,168 ","$1,024 ",$144,"$1,168"
"Page 45 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"1981 ","Prinoth, Patric","$1,167 ","$631 ",$536,"$6,548"
"1982 ","Tokac, Togan","$1,160 ","$676 ",$484,"$2,508"
"1983T ","Huens, Harold","$1,158 ","$1,158 ",$0,"$1,158"
"1983T ","Lee, Tae-Woo","$1,158 ","$1,008 ",$150,"$12,210"
"1985T ","Karahan, Atakan","$1,156 ","$898 ",$258,"$1,156"
"1985T ","Van Orderlain, Drew","$1,156 ","$832 ",$324,"$2,312"
"1987 ","Pawlak, Piotr","$1,154 ","$430 ",$724,"$2,574"
"1988T ","Rankin, Matthew","$1,146 ","$414 ",$732,"$1,146"
"1988T ","Shrolik, Igor","$1,146 ","$1,092 ",$54,"$2,330"
"1990 ","Veremeychuk, Danylo","$1,142 ","$674 ",$468,"$6,731"
"1991 ","Lyeons, Jaycer","$1,138 ","$1,138 ",$0,"$1,656"
"1992 ","Antonopoulos, Christos","$1,137 ","$260 ",$877,"$2,689"
"1993T ","Fiorentini, Andrea","$1,134 ","$936 ",$198,"$1,710"
"1993T ","Moret, Joris","$1,134 ","$780 ",$354,"$1,772"
"1993T ","Stepanov, Roy","$1,134 ","$0 ","$1,134","$1,134"
"1996T ","Bozemoj, Brian","$1,132 ","$156 ",$976,"$1,132"
"1996T ","Rsovac, Dusan","$1,132 ","$1,132 ",$0,"$1,132"
"1998 ","Savelev, Daniil","$1,128 ","$726 ",$402,"$2,477"
"1999T ","De Maio, Mauro","$1,126 ","$1,126 ",$0,"$3,892"
"1999T ","Romero De Avila Senise, Alberto","$1,126 ","$586 ",$540,"$33,050"
"1999T ","Stearns, Preston","$1,126 ","$676 ",$450,"$1,126"
"2002T ","Avendano Cadena, Miguel","$1,122 ","$936 ",$186,"$1,382"
"2002T ","Vetrih, Miha","$1,122 ","$674 ",$448,"$1,122"
"2002T ","Zugic, Matija","$1,122 ","$780 ",$342,"$1,800"
"2005 ","Angelini, Lorenzo","$1,121 ","$593 ",$528,"$1,914"
"2006T ","Davlianidze, Nikoloz","$1,120 ","$780 ",$340,"$3,356"
"2006T ","Spec, Matic","$1,120 ","$852 ",$268,"$24,620"
"2006T ","Stable, Rayane","$1,120 ","$690 ",$430,"$2,370"
"2009T ","Arcon, Adrian","$1,118 ","$572 ",$546,"$1,274"
"2009T ","Van Baal, Aloys J Willem","$1,118 ","$260 ",$858,"$2,078"
"2011T ","Corbinais, Sven","$1,110 ","$672 ",$438,"$1,350"
"2011T ","Loccisano, Mike","$1,110 ","$950 ",$160,"$6,738"
"2011T ","Van Rensburg, Sean","$1,110 ","$950 ",$160,"$1,200"
"2011T ","Xilas, Ioannis","$1,110 ","$1,002 ",$108,"$3,681"
"2015 ","Pohjola, Peetu","$1,106 ","$998 ",$108,"$1,477"
"2016T ","Bugarikj, Berk","$1,104 ","$674 ",$430,"$2,034"
"2016T ","Casso, Alfredo","$1,104 ","$468 ",$636,"$3,192"
"2018 ","Benaim, Max","$1,102 ","$778 ",$324,"$1,296"
"2019 ","Motti, Alessandro","$1,101 ","$130 ",$971,"$300,810"
"2020 ","El Feky, Karim","$1,100 ","$832 ",$268,"$1,838"
"2021 ","Fellin, Manfred","$1,098 ","$1,002 ",$96,"$16,192"
"2022 ","Padgham, Eric","$1,096 ","$846 ",$250,"$1,096"
"2023T ","Buldorini, Peter","$1,094 ","$986 ",$108,"$1,094"
"2023T ","Sau Franco, Alan Raul","$1,094 ","$674 ",$420,"$3,602"
"Page 46 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"2025 ","Pierre, Hugo","$1,092 ","$674 ",$418,"$5,614"
"2026T ","Hajek, Petr","$1,086 ","$882 ",$204,"$29,541"
"2026T ","Ortega, Joao Victor","$1,086 ","$0 ","$1,086","$2,790"
"2028 ","Almeida, Gustavo","$1,085 ","$765 ",$320,"$1,085"
"2029 ","Ignat, Dragos Constantin","$1,084 ","$844 ",$240,"$21,086"
"2030 ","Vakili, Kian","$1,082 ","$830 ",$252,"$1,082"
"2031T ","Bouchelaghem, Cesar","$1,080 ","$990 ",$90,"$1,215"
"2031T ","Chopra, Keshav","$1,080 ","$776 ",$304,"$3,170"
"2031T ","De Jonge, Daniel","$1,080 ","$846 ",$234,"$8,513"
"2031T ","Kalinin, Aleksandr","$1,080 ","$518 ",$562,"$1,080"
"2031T ","Martinez, Ignacio","$1,080 ","$726 ",$354,"$2,202"
"2031T ","Sanchez, Samuel","$1,080 ","$882 ",$198,"$1,702"
"2031T ","Sorbo, Jonathan","$1,080 ","$990 ",$90,"$1,602"
"2031T ","Sysoev, Nikolay","$1,080 ","$882 ",$198,"$1,860"
"2039 ","Quayle, David","$1,076 ","$260 ",$816,"$2,408"
"2040T ","Ciocanu, Aurel","$1,072 ","$442 ",$630,"$1,072"
"2040T ","Santamaria, Felipe","$1,072 ","$0 ","$1,072","$6,646"
"2042 ","Kremenchutskyi, Ivan","$1,068 ","$260 ",$808,"$1,068"
"2043 ","Protic Zakelj, Jaka","$1,066 ","$778 ",$288,"$1,066"
"2044 ","Vukadin, Noa","$1,064 ","$904 ",$160,"$1,288"
"2045 ","Zverev, Mischa","$1,063 ","$1,063 ",$0,"$5,738,351"
"2046T ","Cash, Robert","$1,060 ","$520 ",$540,"$3,686"
"2046T ","Katayama, Sho","$1,060 ","$520 ",$540,"$57,516"
"2046T ","Pella, Guido","$1,060 ","$520 ",$540,"$5,732,990"
"2046T ","Yeshaya, Omer","$1,060 ","$260 ",$800,"$7,062"
"2050 ","Maia, Hugo","$1,050 ","$690 ",$360,"$4,171"
"2051 ","Caldes, Jaime","$1,046 ","$854 ",$192,"$2,906"
"2052 ","Scott, Andreas","$1,044 ","$312 ",$732,"$1,472"
"2053T ","Blanch, Darwin","$1,042 ","$784 ",$258,"$1,042"
"2053T ","Onuma, Yujiro","$1,042 ","$934 ",$108,"$1,138"
"2055T ","Dussin, Louis","$1,040 ","$520 ",$520,"$22,586"
"2055T ","Janis, Jason","$1,040 ","$1,040 ",$0,"$2,647"
"2055T ","Miyoshi, Kenta","$1,040 ","$932 ",$108,"$1,040"
"2058 ","Andreescu, Stefan Adrian","$1,038 ","$846 ",$192,"$1,038"
"2059T ","Pane, Lautaro","$1,032 ","$936 ",$96,"$3,282"
"2059T ","Suresh, Darrshan","$1,032 ","$572 ",$460,"$1,386"
"2061T ","Ernaelsteen, Victor","$1,030 ","$934 ",$96,"$3,149"
"2061T ","Simeunovic, Stefan","$1,030 ","$754 ",$276,"$1,288"
"2063T ","Barbier Gazeu, Paul","$1,028 ","$884 ",$144,"$1,028"
"2063T ","Djokic, Andrej","$1,028 ","$884 ",$144,"$1,124"
"2065T ","Kaufmann, Hans Peter","$1,024 ","$156 ",$868,"$2,587"
"2065T ","Scomparin, Pietro Romeo","$1,024 ","$934 ",$90,"$1,330"
"2065T ","Suarez Berrezueta, Omar","$1,024 ","$934 ",$90,"$1,024"
"2068 ","Marek, Wojciech","$1,022 ","$674 ",$348,"$36,786"
"Page 47 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"2069T ","Rollins, Pierce","$1,020 ","$860 ",$160,"$3,306"
"2069T ","Sciahbasi, Lorenzo","$1,020 ","$696 ",$324,"$1,020"
"2071T ","Hopp, Michel","$1,016 ","$1,016 ",$0,"$1,274"
"2071T ","Vogeli, Frederic","$1,016 ","$572 ",$444,"$1,016"
"2073T ","Malgiaritta, Maurus","$1,010 ","$572 ",$438,"$1,322"
"2073T ","Monclus Martin, Mario","$1,010 ","$520 ",$490,"$1,118"
"2073T ","Postay, Alan","$1,010 ","$416 ",$594,"$4,534"
"2073T ","Salazar, Daniel","$1,010 ","$956 ",$54,"$1,586"
"2073T ","Yakubov, Reece","$1,010 ","$650 ",$360,"$1,360"
"2078 ","Bonnaud, Arthur","$1,008 ","$468 ",$540,"$1,158"
"2079 ","Coman, Mihai Alexandru","$1,002 ","$1,002 ",$0,"$1,742"
"2080T ","Popovic, Stevan","$1,000 ","$742 ",$258,"$2,012"
"2080T ","Trakhtenberg, Gur","$1,000 ","$586 ",$414,"$1,000"
"2082T ","Chaurasia, Yash","$996 ","$726 ",$270,"$2,268"
"2082T ","Milicevic, Lazar","$996 ","$846 ",$150,"$1,568"
"2084 ","Demulling, Wyatt","$994 ","$780 ",$214,$994
"2085 ","Tverijonas, Julius","$993 ","$687 ",$306,"$16,422"
"2086 ","Habib, Ali","$992 ","$884 ",$108,"$2,078"
"2087T ","Cengiz, Baran","$990 ","$828 ",$162,"$6,214"
"2087T ","Hollender, Nicolas","$990 ","$570 ",$420,"$1,044"
"2087T ","Morolli, Alberto","$990 ","$624 ",$366,"$1,200"
"2087T ","Tailleu, Pierre Antoine","$990 ","$776 ",$214,"$1,772"
"2091T ","Bladelius, Henrik","$988 ","$988 ",$0,$988
"2091T ","Dustov, Mustafa","$988 ","$844 ",$144,$988
"2093 ","Bigun, Kaylan","$984 ","$984 ",$0,$984
"2094 ","Rakic, Strahinja","$977 ","$416 ",$561,"$11,487"
"2095 ","Fu, Hong-Lin","$974 ","$572 ",$402,"$1,346"
"2096 ","Karmoussi, Hamza","$972 ","$726 ",$246,$972
"2097T ","Spasibo, Danil","$970 ","$0 ",$970,"$3,780"
"2097T ","Stubbings, Matthew","$970 ","$520 ",$450,"$1,180"
"2099T ","Brown, Alexander","$964 ","$676 ",$288,"$16,084"
"2099T ","Liucci, Francesco","$964 ","$688 ",$276,"$3,394"
"2099T ","Taczala, Dawid","$964 ","$0 ",$964,"$2,078"
"2099T ","Tramontin, Alessio","$964 ","$156 ",$808,"$2,370"
"2103T ","Giannella, Joao","$962 ","$776 ",$186,"$1,512"
"2103T ","Milushev, Plamen","$962 ","$0 ",$962,"$11,265"
"2105T ","Estrella Burgos, Victor","$960 ","$0 ",$960,"$2,164,736"
"2105T ","Gonzalez Fitzmaurice, Eugenio","$960 ","$624 ",$336,"$1,068"
"2105T ","Langmajer, Dominik","$960 ","$672 ",$288,"$7,058"
"2105T ","Lin, Wei-De","$960 ","$156 ",$804,"$24,729"
"2109 ","Vasser, Oren","$958 ","$742 ",$216,$958
"2110 ","Kono, Yuhei","$955 ","$0 ",$955,"$2,343"
"2111T ","Crepatte, Baptiste","$954 ","$696 ",$258,"$96,564"
"2111T ","Menichella, Stefan","$954 ","$570 ",$384,"$1,316"
"Page 48 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"2113T ","Brunclik, Petr","$950 ","$520 ",$430,$950
"2113T ","Reveniau, Simon","$950 ","$860 ",$90,"$3,170"
"2115 ","Vishal Balsekar, Aditya","$948 ","$852 ",$96,$948
"2116 ","De Almeida, Gustavo Ribeiro","$946 ","$676 ",$270,$946
"2117T ","Apltauer, Filip","$942 ","$312 ",$630,"$1,192"
"2117T ","Shabaz, Michael","$942 ","$780 ",$162,"$69,054"
"2117T ","Sodan, Ivan","$942 ","$728 ",$214,"$1,098"
"2120T ","Putter, Victor","$940 ","$690 ",$250,"$1,030"
"2120T ","Rodrigues, Pedro","$940 ","$690 ",$250,$940
"2122T ","Dhokia, Rahul","$936 ","$846 ",$90,"$1,032"
"2122T ","Serra Sanchez, Nacho","$936 ","$936 ",$0,"$1,826"
"2124 ","Macovei, Radu Florin","$933 ","$531 ",$402,"$2,271"
"2125 ","Perruzza, Valerio","$932 ","$932 ",$0,$932
"2126 ","Golesworthy, Ryan","$930 ","$0 ",$930,$930
"2127T ","Han, Seon Yong","$924 ","$516 ",$408,"$4,584"
"2127T ","Novo, Ignacio","$924 ","$828 ",$96,"$1,586"
"2129 ","Kahsay, Hanival","$922 ","$832 ",$90,$922
"2130T ","Carlsson Seger, Timothy","$920 ","$416 ",$504,$920
"2130T ","Stroemberg, Isac","$920 ","$416 ",$504,$920
"2130T ","Wakita, Shunsuke","$920 ","$572 ",$348,"$14,624"
"2133 ","Carraro, Luciano","$919 ","$865 ",$54,"$3,995"
"2134T ","Gazivoda, Milo","$914 ","$312 ",$602,"$1,070"
"2134T ","Nagel, Arthur","$914 ","$674 ",$240,$914
"2136 ","Cho, Sehyuk","$905 ","$455 ",$450,$905
"2137 ","Gheorghita, Tudor Stefan","$900 ","$224 ",$676,"$1,487"
"2138T ","Cosnet, Charlelie","$898 ","$844 ",$54,$952
"2138T ","Da Silva, Gabriel Ciro","$898 ","$844 ",$54,"$10,354"
"2138T ","Pavlenko, Philipp","$898 ","$258 ",$640,$898
"2141 ","Pinto, Lucca","$896 ","$414 ",$482,"$1,634"
"2142T ","Okala, Jules","$895 ","$895 ",$0,"$67,112"
"2142T ","Tadic, Vladan","$895 ","$583 ",$312,"$2,625"
"2144 ","Oueslati, Mohamed Amin","$892 ","$312 ",$580,"$2,230"
"2145T ","Hartenstein, Jonas Pelle","$888 ","$672 ",$216,$888
"2145T ","Horve, Lucas","$888 ","$260 ",$628,"$2,220"
"2145T ","Kim, Dong Ju","$888 ","$672 ",$216,"$2,812"
"2145T ","Koshis, Constantinos","$888 ","$780 ",$108,"$1,385"
"2145T ","Mruzek, Stepan","$888 ","$780 ",$108,$888
"2150 ","Orgiles Garcia Retamero, Izan","$886 ","$268 ",$618,$886
"2151 ","Tsai, Chang-Lin","$885 ","$0 ",$885,"$2,965"
"2152T ","Hudd, Emile","$882 ","$414 ",$468,"$1,742"
"2152T ","Rajan, Guhan","$882 ","$624 ",$258,$882
"2152T ","Ramskogler, Gregor","$882 ","$516 ",$366,"$4,438"
"2152T ","Schifris, Jeremy","$882 ","$882 ",$0,"$3,002"
"2156 ","Corcelli Perez, Alessandro","$880 ","$520 ",$360,$880
