"ATP Prize Money Leaders (US$)"
"Rankings Date: Dec 11, 2017"
"Money"
"Rank Player                                                 Career          YTD           Singles     Doubles"
"3866     Blanch, Ulises                                      $14,798   $12,807          $12,315       $492"
"3867     Harajchi, Aria                                      $14,795    $4,320           $3,480        $840"
"3868     Ceppo, Andres                                       $14,781        $0               $0          $0"
"3869T    Bavelas, Tasos                                      $14,780        $0               $0          $0"
"3869T    Munoz, Javier                                       $14,780        $0               $0          $0"
"3871     Groll, Teri                                         $14,764        $0               $0          $0"
"3872     Allen, Malcolm                                      $14,760        $0               $0          $0"
""
"Page 88 of 531                     Statistics/ Prize Money/ Career       Report as of Dec 5, 2017"
"                          ATP Prize Money Leaders (US$)"
"Rankings Date: Dec 11, 2017"
"Money"
"Rank Player                                                  Career     YTD           Singles     Doubles"
"3873     Blair, David                                        $14,750       $0               $0          $0"
"3874     Steel, Bruce                                        $14,742       $0               $0          $0"
"3875     Bendre, Anvit                                       $14,736   $3,168           $1,038      $2,130"
"3876     Merenstein, Boaz                                    $14,727       $0               $0          $0"
"3877T    Bendeck, Jose Daniel                                $14,724   $2,431            $416       $2,015"
"3877T    Niklas-Salminen, Patrik                             $14,724   $5,087           $2,836      $2,251"
"3879     Guevara, Alessandro                                 $14,704       $0               $0          $0"
"3880     Holmstrom, Rickard                                  $14,703       $0               $0          $0"
"3881     Zgombic, Fran Zvonimir                              $14,701   $7,642           $5,236      $2,406"
"3882     From, Keith                                         $14,685       $0               $0          $0"
"3883     Thornadtsson, Per                                   $14,676       $0               $0          $0"
"3884T    Barker, Richard                                     $14,671       $0               $0          $0"
"3884T    Spracklin, Trevor                                   $14,671       $0               $0          $0"
"3886     Brtnicky, Filip                                     $14,657   $1,362            $984        $378"
"3887     Hanak, Rene                                         $14,644       $0               $0          $0"
"3888     Kopinski, Tim                                       $14,629   $3,195           $1,090      $2,105"
"3889     Root, Doug                                          $14,605       $0               $0          $0"
"3890T    Phillips, Trey                                      $14,590       $0               $0          $0"
"3890T    Smith, Austin                                       $14,590       $0               $0          $0"
"3892     Outaleb, Khalid                                     $14,581       $0               $0          $0"
"3893     Rios, Felipe                                        $14,571       $0               $0          $0"
"3894     Kotchetkov, Dmitri                                  $14,532       $0               $0          $0"
"3895     Mottram, Buster C.                                  $14,500       $0               $0          $0"
"3896     Alexiou, Lefteris                                   $14,489       $0               $0          $0"
"3897     Ramirez, Sergio                                     $14,487       $0               $0          $0"
"3898     Chu, Daniel                                         $14,485       $0               $0          $0"
"3899     Korovin, Mikhail                                    $14,484   $8,761           $7,053      $1,708"
"3900     Trendafilov, Petar                                  $14,479       $0               $0          $0"
"3901     Cabral, Francisco                                   $14,455   $9,377           $5,249      $4,128"
"3902     Agazzi, Andrea                                      $14,445     $236               $0        $236"
"3903     Marchegiani, Jacopo                                 $14,441     $150               $0        $150"
"3904     Bava, Haadin Salim                                  $14,426   $7,406           $6,220      $1,186"
"3905     Utzinger, Dominik Guido                             $14,419       $0               $0          $0"
"3906     Filima, Mikhail                                     $14,416       $0               $0          $0"
"3907     Hedayet, Omar                                       $14,383       $0               $0          $0"
"3908     Bartonek, Martin                                    $14,381       $0               $0          $0"
"3909     Calvelli, Massimo                                   $14,375       $0               $0          $0"
"3910     Schnugg, Nathaniel                                  $14,374       $0               $0          $0"
"3911     Dierckx, Marco                                      $14,362       $0               $0          $0"
"3912     Gregory, Andrew                                     $14,357       $0               $0          $0"
"3913     Reed, Anderson                                      $14,354   $1,302               $0      $1,302"
"3914     Ebrahimzadeh, Benjamin                              $14,351       $0               $0          $0"
"3915     Stanica, Victor                                     $14,342       $0               $0          $0"
"3916     Maria, Charles-Edouard                              $14,335       $0               $0          $0"
""
"Page 89 of 531                     Statistics/ Prize Money/ Career      Report as of Dec 5, 2017"
"                          ATP Prize Money Leaders (US$)"
"Rankings Date: Dec 11, 2017"
"Money"
"Rank Player                                                     Career     YTD           Singles     Doubles"
"3917T    Nunes, Jose-Ricardo                                    $14,332     $108               $0        $108"
"3917T    Wendler, Daniel                                        $14,332       $0               $0          $0"
"3919     Zguns, Adrians                                         $14,315       $0               $0          $0"
"3920     McCarthy, Devin                                        $14,303       $0               $0          $0"
"3921T    Shipilov, Sergey                                       $14,274       $0               $0          $0"
"3921T    Yatsyk, Yahor                                          $14,274   $1,278            $726        $552"
"3923     Carter, Guillermo                                      $14,272       $0               $0          $0"
"3924     Martinez, Pablo                                        $14,266       $0               $0          $0"
"3925     Steiner, Christoph                                     $14,256       $0               $0          $0"
"3926     Walker, Michael                                        $14,246       $0               $0          $0"
"3927T    Dekel, Or                                              $14,227       $0               $0          $0"
"3927T    Flego, Igor                                            $14,227       $0               $0          $0"
"3929     Vernier, Michel                                        $14,223   $3,856           $3,028        $828"
"3930     Piro, Stephane                                         $14,216       $0               $0          $0"
"3931     Thron, Aljoscha                                        $14,213       $0               $0          $0"
"3932     Dalla Valle, Enrico                                    $14,188   $7,433           $5,126      $2,307"
"3933     Zerbini, Pedro                                         $14,183       $0               $0          $0"
"3934     Tiwari, Abhijeet                                       $14,168       $0               $0          $0"
"3935     Papa, Spencer                                          $14,164   $8,980            $730       $8,250"
"3936     Steinberger, Peter                                     $14,161       $0               $0          $0"
"3937     Maigret, Julien                                        $14,157       $0               $0          $0"
"3938     Rowe, Ryan                                             $14,156       $0               $0          $0"
"3939     Karanashev, Andemir                                    $14,152       $0               $0          $0"
"3940     Rico, Pedro                                            $14,147       $0               $0          $0"
"3941     Martinovic, Nikola                                     $14,142       $0               $0          $0"
"3942     Paris, Joshua                                          $14,125   $5,906           $4,684      $1,222"
"3943     Meringoff, Todd                                        $14,123       $0               $0          $0"
"3944     Arnold, Mitty                                          $14,117       $0               $0          $0"
"3945     Gojo, Borna                                            $14,105   $8,187           $7,451        $736"
"3946     Matute, Juan Manuel                                    $14,090       $0               $0          $0"
"3947     Bedene, Andraz                                         $14,085       $0               $0          $0"
"3948     Moreno Figueroa, Alejandro                             $14,063       $0               $0          $0"
"3949     Wiesler, Andre                                         $14,058       $0               $0          $0"
"3950     Cruz, Diogo                                            $14,054       $0               $0          $0"
"3951     Onken, Julian                                          $14,049   $5,271           $4,011      $1,260"
"3952     Varsanyi, Michal                                       $14,040       $0               $0          $0"
"3953     Mashiach, Almog                                        $14,038       $0               $0          $0"
"3954     Oakley, Keelan                                         $14,032     $306             $156        $150"
"3955     Martinez, Sandor                                       $14,022       $0               $0          $0"
"3956     Miyazaki, Masatoshi                                    $14,020       $0               $0          $0"
"3957     Cooper, Jonathon                                       $14,014       $0               $0          $0"
"3958     Conkic, Petar                                          $14,001   $1,611           $1,038        $573"
"3959     Sadovich, Sanjin                                       $14,000       $0               $0          $0"
"3960     Baltensperger, Raphael                                 $13,992   $8,832           $7,565      $1,267"
""
"Page 90 of 531                        Statistics/ Prize Money/ Career      Report as of Dec 5, 2017"
"                          ATP Prize Money Leaders (US$)"
"Rankings Date: Dec 11, 2017"
"Money"
"Rank Player                                                 Career      YTD           Singles     Doubles"
"3961     Wibowo, Sulistyo                                   $13,986        $0               $0          $0"
"3962     Rebolledo, Marcelo                                 $13,985        $0               $0          $0"
"3963     Ede, Simon                                         $13,933        $0               $0          $0"
"3964     Majsajdr, Lubomir                                  $13,925      $182               $0        $182"
"3965     Blasko, Martin                                     $13,923      $720             $570        $150"
"3966     Tatomir, Luca George                               $13,914    $2,052           $1,364       $688"
"3967     Frick, Eduardo                                     $13,912        $0               $0          $0"
"3968     Starkov, Ilia                                      $13,908        $0               $0          $0"
"3969     Alcorta-Olarra, Guillermo                          $13,897        $0               $0          $0"
"3970     Tudoreanu, Roman                                   $13,895        $0               $0          $0"
"3971     Alberti, Leonel                                    $13,878        $0               $0          $0"
"3972     Roberts, Matthew                                   $13,856        $0               $0          $0"
"3973     Guinard, Manuel                                    $13,843    $8,849           $6,909      $1,940"
"3974     Wawra, Reinhard                                    $13,829        $0               $0          $0"
"3975     Carleton, Reid                                     $13,828        $0               $0          $0"
"3976     Banus-Sado, Alberto                                $13,825        $0               $0          $0"
"3977     Schnitman, Alexandre                               $13,812        $0               $0          $0"
"3978     Prihodko, Oleg                                     $13,807    $8,791           $4,378      $4,413"
"3979     Blomgren, Tobias                                   $13,805        $0               $0          $0"
"3980T    Abougzir, Ytai                                     $13,788        $0               $0          $0"
"3980T    Herrera-Eguiluz, Javier                            $13,788        $0               $0          $0"
"3982     Dubinski, Artur                                    $13,785        $0               $0          $0"
"3983     Parr, Cory                                         $13,762      $350             $260         $90"
"3984     Patten, Darren                                     $13,760        $0               $0          $0"
"3985     Lazar, Alexandru-Raul                              $13,750        $0               $0          $0"
"3986     Garcia-Rodriguez, Jose-Manuel                      $13,743        $0               $0          $0"
"3987     Gschwend, Demian                                   $13,741       $54               $0         $54"
"3988     Rosa, Leandro                                      $13,707        $0               $0          $0"
"3989     Abrams, Geoff                                      $13,699        $0               $0          $0"
"3990     Richardson, Bret                                   $13,676        $0               $0          $0"
"3991     Galloway, Robert                                   $13,673    $7,842           $1,106      $6,736"
"3992     Reyes-Rygh, Narciso                                $13,665        $0               $0          $0"
"3993     Ellis, Blake                                       $13,662    $9,642           $7,293      $2,349"
"3994     Garcia, Rafael                                     $13,651        $0               $0          $0"
"3995     Hormazabal, Luis                                   $13,644        $0               $0          $0"
"3996     Mellino, Vince                                     $13,630        $0               $0          $0"
"3997     Shin, Han-Cheol                                    $13,628        $0               $0          $0"
"3998     Saiz, Juan Antonio                                 $13,597        $0               $0          $0"
"3999     Rodionov, Jurij                                    $13,589   $11,315          $11,057       $258"
"4000     Inbar, Amit                                        $13,578        $0               $0          $0"
"4001     Manuja, Ronak                                      $13,574        $0               $0          $0"
"4002     Kennaugh, Andrew                                   $13,567        $0               $0          $0"
"4003     Firmin, Emilien                                    $13,559        $0               $0          $0"
"4004     Durmus, Durukan                                    $13,548      $144               $0        $144"
""
"Page 91 of 531                    Statistics/ Prize Money/ Career       Report as of Dec 5, 2017"
"                          ATP Prize Money Leaders (US$)"
"Rankings Date: Dec 11, 2017"
"Money"
"Rank Player                                                    Career      YTD           Singles     Doubles"
"4005T    Carlson, Chad                                         $13,532        $0               $0          $0"
"4005T    De Valk, Roy                                          $13,532    $2,207             $728      $1,479"
"4007     Park, Andrew                                          $13,526        $0               $0          $0"
"4008     Nakano, Haruo                                         $13,515        $0               $0          $0"
"4009T    Goveas, Aryan                                         $13,506    $8,840           $7,232      $1,608"
"4009T    Tontz, Chris                                          $13,506        $0               $0          $0"
"4011T    Chakrouni, Ayoub                                      $13,502    $1,638           $1,476        $162"
"4011T    Lessiak, Christoph                                    $13,502        $0               $0          $0"
"4013     Goransson, Andre                                      $13,487    $7,473           $3,927      $3,546"
"4014     Dinslaken, Maximilian                                 $13,480        $0               $0          $0"
"4015     Altelaar, Bobbie                                      $13,473        $0               $0          $0"
"4016     Karagoz, Alaaddin                                     $13,457        $0               $0          $0"
"4017     Dueller, Ronald                                       $13,445        $0               $0          $0"
"4018     Strelkov, Sergey                                      $13,420        $0               $0          $0"
"4019     Trubrig, Christian                                    $13,419        $0               $0          $0"
"4020     Nicau, Goncalo                                        $13,399        $0               $0          $0"
"4021     Cook, Jason                                           $13,385        $0               $0          $0"
"4022     Boytim, John                                          $13,383        $0               $0          $0"
"4023     Halachev, Dinko                                       $13,382        $0               $0          $0"
"4024     Shehu, Lawal                                          $13,369        $0               $0          $0"
"4025     Gessner, Scott                                        $13,366        $0               $0          $0"
"4026     Olivieri, Genaro Alberto                              $13,365   $10,667          $10,379       $288"
"4027     Perez-Perez, Luis Antonio                             $13,333        $0               $0          $0"
"4028     Gronefeld, Bastian                                    $13,331        $0               $0          $0"
"4029     Song, Hyeong-Keun                                     $13,311        $0               $0          $0"
"4030     Hornung, Axel                                         $13,304        $0               $0          $0"
"4031     Gasbarri, Manuel                                      $13,297        $0               $0          $0"
"4032     Guichonet, Hector Damian                              $13,295        $0               $0          $0"
"4033     Makeyev, Dmitriy                                      $13,294        $0               $0          $0"
"4034     Mazany, Norbert                                       $13,291        $0               $0          $0"
"4035     Kaczynski, Kevin                                      $13,288    $2,598           $2,070        $528"
"4036     Quintero, Sebastian                                   $13,252        $0               $0          $0"
"4037     Nussbaum, Frederic                                    $13,245        $0               $0          $0"
"4038     Easton, Jared                                         $13,243        $0               $0          $0"
"4039     Bandres, Jesus                                        $13,239      $350             $260         $90"
"4040     Ore, Junior A.                                        $13,222    $5,264           $2,716      $2,548"
"4041     Listingart, Damian                                    $13,217        $0               $0          $0"
"4042     Ram-Harel, Or                                         $13,208    $5,710           $5,170        $540"
"4043     Knox, Glenn                                           $13,188        $0               $0          $0"
"4044     Lavie, Sebastian                                      $13,183        $0               $0          $0"
"4045     Redlicki, Michael                                     $13,181    $1,620             $780       $840"
"4046     Sattanino, Marco                                      $13,179        $0               $0          $0"
"4047T    Karusevich, Vladimir                                  $13,175        $0               $0          $0"
"4047T    Leal-Gomez, Juan Jose                                 $13,175        $0               $0          $0"
""
"Page 92 of 531                       Statistics/ Prize Money/ Career       Report as of Dec 5, 2017"
"                          ATP Prize Money Leaders (US$)"
"Rankings Date: Dec 11, 2017"
"Money"
"Rank Player                                                 Career     YTD           Singles     Doubles"
"4049     Mark, Idan                                         $13,172       $0               $0          $0"
"4050T    Davidson, Patrick                                  $13,170       $0               $0          $0"
"4050T    Forcin, Maxime                                     $13,170     $252             $156         $96"
"4052     Braun, Daniil                                      $13,169       $0               $0          $0"
"4053     Lin, Wei-De                                        $13,166   $4,614           $2,522      $2,092"
"4054     Panja, Saurav                                      $13,164       $0               $0          $0"
"4055     Le Boulch, Thomas                                  $13,159       $0               $0          $0"
"4056     Abelson, Dave                                      $13,156       $0               $0          $0"
"4057     Navarro, Simon                                     $13,153   $2,802           $1,920       $882"
"4058     Wagner, Hannes                                     $13,141       $0               $0          $0"
"4059     Gozdur, Rafal                                      $13,132       $0               $0          $0"
"4060     Rufer, Benjamin                                    $13,124       $0               $0          $0"
"4061     Sum, Davy                                          $13,122       $0               $0          $0"
"4062T    Govaerts, Bart                                     $13,083       $0               $0          $0"
"4062T    Ota, Shigeru                                       $13,083       $0               $0          $0"
"4064     Tessa, Louis                                       $13,074   $5,938           $3,458      $2,480"
"4065     Itzstein, Zach                                     $13,063     $932             $932          $0"
"4066     Hudson, Oliver                                     $13,046       $0               $0          $0"
"4067     Boulet, Dominic                                    $13,038       $0               $0          $0"
"4068     Roncalli, Simone                                   $13,028   $4,544           $3,722       $822"
"4069     McDadi, Hatem                                      $13,017       $0               $0          $0"
"4070     Vijayragavan, Ashwin                               $13,001       $0               $0          $0"
"4071     Lee, Sang-Hoon                                     $12,994       $0               $0          $0"
"4072     Shyjan, Michael                                    $12,982       $0               $0          $0"
"4073     Conkic, Boris                                      $12,956       $0               $0          $0"
"4074T    Fracassi, Nahuel                                   $12,937       $0               $0          $0"
"4074T    Speronello, Marco                                  $12,937       $0               $0          $0"
"4076     Madanchi, Amirvala                                 $12,932   $5,135               $0      $5,135"
"4077     Geib, Daniel                                       $12,923       $0               $0          $0"
"4078     Becker, Jerome                                     $12,921       $0               $0          $0"
"4079     Krasevec, Andrei                                   $12,913       $0               $0          $0"
"4080T    Chen, Chih-Jung                                    $12,909       $0               $0          $0"
"4080T    Miccini, Giacomo                                   $12,909       $0               $0          $0"
"4082     Junqueira De Andrade, Gustavo                      $12,907       $0               $0          $0"
"4083     Hardy, Romain                                      $12,906       $0               $0          $0"
"4084     De Foor, Joe                                       $12,905       $0               $0          $0"
"4085     Sasai, Masaki                                      $12,901   $3,061           $2,164       $897"
"4086     Manrique, Luis Fernando                            $12,898       $0               $0          $0"
"4087     Yunis, Juan-Pablo                                  $12,886       $0               $0          $0"
"4088     Abdulla, Mohammed                                  $12,884       $0               $0          $0"
"4089     Logarzo, Michael                                   $12,876       $0               $0          $0"
"4090     Marsoun, Lukas                                     $12,867       $0               $0          $0"
"4091     Cowan, Bill                                        $12,847       $0               $0          $0"
"4092     Moncagatto, Francesco                              $12,823   $3,998           $1,002      $2,996"
""
"Page 93 of 531                    Statistics/ Prize Money/ Career      Report as of Dec 5, 2017"
"                          ATP Prize Money Leaders (US$)"
"Rankings Date: Dec 11, 2017"
"Money"
"Rank Player                                                 Career     YTD           Singles     Doubles"
"4093     El-Effendi, Adham                                  $12,821       $0               $0          $0"
"4094     Puscasu, Paul-Mihai                                $12,814       $0               $0          $0"
"4095     Rizzuti, Giovanni                                  $12,806   $3,360           $2,496       $864"
"4096     Merzuki, Mohd Assri                                $12,799     $426             $156        $270"
"4097T    Drinic, Milan                                      $12,798   $8,046           $7,068       $978"
"4097T    Lubner, Richard                                    $12,798       $0               $0          $0"
"4099     Jobe, Ikaika                                       $12,794       $0               $0          $0"
"4100     Brown, Scott                                       $12,787       $0               $0          $0"
"4101     Summaria, Corrado                                  $12,778   $9,486           $5,316      $4,170"
"4102     Borges, Nuno                                       $12,763   $9,697           $8,039      $1,658"
"4103     Lobanov, Pavel                                     $12,760       $0               $0          $0"
"4104     Fiser-Dulic, Relja                                 $12,742       $0               $0          $0"
"4105T    Bandermann, Sascha                                 $12,741       $0               $0          $0"
"4105T    Beidas, Bassam                                     $12,741       $0               $0          $0"
"4107     Syed Naguib, Syed Mohd Agil                        $12,740     $738             $468        $270"
"4108     Di Mauro, Fabio                                    $12,737       $0               $0          $0"
"4109     Cohenour, Cary                                     $12,731       $0               $0          $0"
"4110     Babej, Frantisek                                   $12,729       $0               $0          $0"
"4111     Gustafsson, Robert                                 $12,723       $0               $0          $0"
"4112     Bains, Maniel                                      $12,714       $0               $0          $0"
"4113     Devoty, Theodor                                    $12,709       $0               $0          $0"
"4114     Cask, Jason                                        $12,704       $0               $0          $0"
"4115     Pepe, Franck                                       $12,702     $350             $260         $90"
"4116T    Kaliyanda Poonacha, Niki                           $12,693   $2,844           $2,124       $720"
"4116T    Raisma, Kenneth                                    $12,693   $5,797           $4,827       $970"
"4118     Dadillon, Bruno                                    $12,678       $0               $0          $0"
"4119     Kilian, Floris                                     $12,677       $0               $0          $0"
"4120     Knobloch, Patrick                                  $12,668       $0               $0          $0"
"4121     Siributwong, Peerakit                              $12,666       $0               $0          $0"
"4122T    Groer, Chris                                       $12,645       $0               $0          $0"
"4122T    Turich, Carl                                       $12,645       $0               $0          $0"
"4124     Brinkmann, Nils                                    $12,644      $90               $0         $90"
"4125T    Leong, Michael                                     $12,640       $0               $0          $0"
"4125T    Nagy, Zoltan                                       $12,640       $0               $0          $0"
"4127     Huurinainen, Sami                                  $12,625     $252             $156         $96"
"4128     Conde-Jackson, Marcos                              $12,622       $0               $0          $0"
"4129     Garcia, Jhonson                                    $12,601       $0               $0          $0"
"4130T    Grant, Michael                                     $12,600       $0               $0          $0"
"4130T    Weber, Andreas                                     $12,600       $0               $0          $0"
"4132     Brooks, Richard                                    $12,591       $0               $0          $0"
"4133     de Rijke, Remko                                    $12,588       $0               $0          $0"
"4134     Kromann, Thomas                                    $12,586       $0               $0          $0"
"4135     Ciruolo, Riccardo                                  $12,585       $0               $0          $0"
"4136     Nieto, Pedro                                       $12,582       $0               $0          $0"
""
"Page 94 of 531                    Statistics/ Prize Money/ Career      Report as of Dec 5, 2017"
"                         ATP Prize Money Leaders (US$)"
"Rankings Date: Dec 11, 2017"
"Money"
"Rank Player                                                 Career      YTD           Singles     Doubles"
"4137     Kupferschmid, Michael                              $12,577        $0               $0          $0"
"4138     Becuzzi, Enrico                                    $12,574    $1,156               $0      $1,156"
"4139     Rincon, Eduardo                                    $12,572        $0               $0          $0"
"4140     Lakat, Florian                                     $12,567    $7,897           $3,554      $4,343"
"4141     Prerovsky, Thomas                                  $12,551        $0               $0          $0"
"4142T    Nathan, Ari                                        $12,545        $0               $0          $0"
"4142T    Sala, Manuel                                       $12,545        $0               $0          $0"
"4144     Ji, Seung-Ho                                       $12,537        $0               $0          $0"
"4145     Boynton, Craig                                     $12,536        $0               $0          $0"
"4146     Blom, Alexander                                    $12,511        $0               $0          $0"
"4147     Silva, Leonardo                                    $12,506        $0               $0          $0"
"4148     Mazzella, Manuel                                   $12,494      $260             $260          $0"
"4149     Shokoofi, Ashkan                                   $12,491      $192               $0        $192"
"4150     Bruna, Esteban                                     $12,490    $2,672           $1,610      $1,062"
"4151     Dailey, Zach                                       $12,477        $0               $0          $0"
"4152     Velez, Ezequiel                                    $12,473        $0               $0          $0"
"4153T    Kivattsev, Kirill                                  $12,459    $8,223           $6,138      $2,085"
"4153T    Spong, Xander                                      $12,459        $0               $0          $0"
"4155     Arimoto, Naoki                                     $12,458        $0               $0          $0"
"4156     Virtanen, Pasi                                     $12,433        $0               $0          $0"
"4157     Deen Heshaam, Ariez Elyaas                         $12,415        $0               $0          $0"
"4158     Cocchi, Enrico                                     $12,409        $0               $0          $0"
"4159     Dubinsky, Vladislav                                $12,403        $0               $0          $0"
"4160     Li, Yuanfeng                                       $12,402    $3,632           $2,674        $958"
"4161     Hadash, Ishay                                      $12,395        $0               $0          $0"
"4162     Solberg, Christoffer                               $12,390    $1,250           $1,142        $108"
"4163     Tsoy, Pavel                                        $12,386    $3,830           $2,810      $1,020"
"4164     Vidak, Antun                                       $12,383    $2,499             $624      $1,875"
"4165     Moreno, Federico                                   $12,352    $5,987           $3,785      $2,202"
"4166     Wagner, Sebastian                                  $12,350        $0               $0          $0"
"4167     Bradshaw, Timothy                                  $12,337        $0               $0          $0"
"4168     Lenz, Marko                                        $12,328        $0               $0          $0"
"4169     Merchan, Ruben                                     $12,316        $0               $0          $0"
"4170     Mardones, Bruno                                    $12,303    $5,553           $3,088      $2,465"
"4171     Vencl, Jiri                                        $12,298        $0               $0          $0"
"4172     De Krom, Michiel                                   $12,291   $10,406           $7,134      $3,272"
"4173     Balzerani, Riccardo                                $12,274   $10,024           $8,669      $1,355"
"4174     Andrews, Andy                                      $12,270        $0               $0          $0"
"4175     Jedruszczak, Mikolaj                               $12,266        $0               $0          $0"
"4176     Mamata, Paterne                                    $12,250        $0               $0          $0"
"4177     Windahl, Daniel                                    $12,243        $0               $0          $0"
"4178     Vujic, Bojan                                       $12,240        $0               $0          $0"
"4179     Lang, Philip                                       $12,236        $0               $0          $0"
"4180     Mikos, Konstantinos                                $12,218        $0               $0          $0"
""
"Page 95 of 531                    Statistics/ Prize Money/ Career       Report as of Dec 5, 2017"
"                           ATP Prize Money Leaders (US$)"
"Rankings Date: Dec 11, 2017"
"Money"
"Rank Player                                                     Career     YTD           Singles     Doubles"
"4181     Ustundag, Efe                                          $12,203       $0               $0          $0"
"4182     Siwy, Rudolf                                           $12,193       $0               $0          $0"
"4183     Melskens, Jacob                                        $12,186       $0               $0          $0"
"4184     Burapharitta, Phassawit                                $12,180     $700             $520        $180"
"4185     Wang, Ruikai                                           $12,178   $3,934           $2,114      $1,820"
"4186     Fargas, Lorenzo                                        $12,176       $0               $0          $0"
"4187T    Kalambay, Jessy                                        $12,170   $2,331            $984       $1,347"
"4187T    Perez-Pascal, Fernando                                 $12,170       $0               $0          $0"
"4189     Lifshits, Mikhail                                      $12,169       $0               $0          $0"
"4190     Rangel, Rafael                                         $12,166       $0               $0          $0"
"4191     Qi, Xi                                                 $12,165   $2,406           $1,522        $884"
"4192     Kokta, Michal                                          $12,160       $0               $0          $0"
"4193     Demois, Julien                                         $12,157       $0               $0          $0"
"4194     Bassanelli, Marcello                                   $12,144       $0               $0          $0"
"4195     Wright, Peter                                          $12,138       $0               $0          $0"
"4196     Prechtel, Sebastian                                    $12,118   $5,190           $4,554        $636"
"4197     Frayssinoux, Philippe                                  $12,112       $0               $0          $0"
"4198     Zhong, Su Hao                                          $12,101   $5,387           $3,229      $2,158"
"4199     Webb, Dane                                             $12,087       $0               $0          $0"
"4200     Bielinskyi, Oleksandr                                  $12,086   $6,399           $4,479      $1,920"
"4201T    Moon, Ju-Hae                                           $12,084   $3,375           $1,782      $1,593"
"4201T    Richard, Antoine                                       $12,084       $0               $0          $0"
"4201T    Valenti, Stefano                                       $12,084       $0               $0          $0"
"4204     Wislsperger, Markus                                    $12,080       $0               $0          $0"
"4205T    Ergun, Baris                                           $12,068       $0               $0          $0"
"4205T    Khaledan, Shahin                                       $12,068     $948             $594        $354"
"4207     Boe-Wiegaard, William                                  $12,067       $0               $0          $0"
"4208     Pajkowski, Kamil                                       $12,064       $0               $0          $0"
"4209T    Bujdo, Igor                                            $12,053       $0               $0          $0"
"4209T    Walendowsky, Joao                                      $12,053       $0               $0          $0"
"4211T    Erlic, Laurentiu                                       $12,038       $0               $0          $0"
"4211T    Sommer, Patrick                                        $12,038       $0               $0          $0"
"4213T    Raposo De Oliveira, Alvaro                             $12,036       $0               $0          $0"
"4213T    Vodicka, Lance                                         $12,036       $0               $0          $0"
"4215     Trneny, Milan                                          $12,035       $0               $0          $0"
"4216     Brady, Kip                                             $12,033       $0               $0          $0"
"4217     Navarrete, David                                       $11,984       $0               $0          $0"
"4218     Kolbe, Matthias                                        $11,968       $0               $0          $0"
"4219T    Janecek, Robert                                        $11,956       $0               $0          $0"
"4219T    Slonik, Tiago                                          $11,956       $0               $0          $0"
"4221     Theiler, Alex                                          $11,940       $0               $0          $0"
"4222     Marques, Frederico                                     $11,939       $0               $0          $0"
"4223     Vierin, Matthieu                                       $11,931       $0               $0          $0"
"4224     Montilla, Gabriel                                      $11,921       $0               $0          $0"
""
"Page 96 of 531                        Statistics/ Prize Money/ Career      Report as of Dec 5, 2017"
"                          ATP Prize Money Leaders (US$)"
"Rankings Date: Dec 11, 2017"
"Money"
"Rank Player                                                   Career     YTD           Singles     Doubles"
"4225     Cotet, Cosmin                                        $11,918       $0               $0          $0"
"4226     Chapacu, Hugo                                        $11,911       $0               $0          $0"
"4227     Ridaoui, Mohamed                                     $11,899       $0               $0          $0"
"4228     Ramirez Utermann, Carlos                             $11,891   $1,008            $570        $438"
"4229     Taborga, Javier                                      $11,882       $0               $0          $0"
"4230     Merz, Miguel                                         $11,880       $0               $0          $0"
"4231T    Rafaitin, Gregoire                                   $11,874       $0               $0          $0"
"4231T    Vega, Quinnton                                       $11,874   $1,336            $742        $594"
"4233     Bosio, Christophe                                    $11,873       $0               $0          $0"
"4234T    Gajardo, Ruben                                       $11,871       $0               $0          $0"
"4234T    Micov, Stefan                                        $11,871   $1,194            $882        $312"
"4236     Arias, Boris                                         $11,862   $7,483           $2,658      $4,825"
"4237     Haim, Matthias                                       $11,852   $9,256           $6,780      $2,476"
"4238     Gomez-Diaz, Guillermo                                $11,848       $0               $0          $0"
"4239     Fava, Andrea                                         $11,841       $0               $0          $0"
"4240     Terczynski, Mateusz                                  $11,799   $5,460           $3,654      $1,806"
"4241     Agostinelli, Bruno                                   $11,795       $0               $0          $0"
"4242     Furlong, Stephen                                     $11,794       $0               $0          $0"
"4243     Schipanski, Jack                                     $11,793       $0               $0          $0"
"4244     Kawachi, Kazuma                                      $11,791   $3,810           $3,138       $672"
"4245     Kielbowicz, Joel                                     $11,787       $0               $0          $0"
"4246     Srugo, Harel                                         $11,749       $0               $0          $0"
"4247     Enosoregbe, Clifford                                 $11,726   $2,230           $1,782       $448"
"4248     Ricca, Giorgio                                       $11,681   $5,217           $3,520      $1,697"
"4249     Figliomeni, Filippo                                  $11,654       $0               $0          $0"
"4250     Leao, Pedro                                          $11,652       $0               $0          $0"
